,review,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
133,"['sejuk', 'bny', 'spot', 'foto', 'tarik', 'bau', 'telur', 'busuk', 'kawah', 'sayang', 'telaga', 'ering', 'bny', 'tanam', 'kering', 'pohon', 'tumbang', 'bbrp', 'titik', 'boneka', 'foto', 'bayar', 'sukarela', 'foto', 'fotogtafer', 'bayar', 'foto']","[0.037037037037037035, 0.07407407407407407, 0.037037037037037035, 0.07407407407407407, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.14814814814814814, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035]","[4.017711180272766, 4.13549421592915, 5.116323468940876, 6.214935757608986, 6.214935757608986, 6.214935757608986, 6.214935757608986, 3.324563999712821, 6.214935757608986, 4.605497845174885, 5.5217885770490405, 4.605497845174885, 3.4423470353692043, 3.170413319885563, 3.506885556506776, 6.214935757608986, 6.214935757608986, 3.817040484810615, 2.8827312474337816, 6.214935757608986, 6.214935757608986, 6.214935757608986]","[0.14880411778788022, 0.3063329048836407, 0.18949346181262502, 0.46036561167473966, 0.23018280583736983, 0.23018280583736983, 0.23018280583736983, 0.49252799995745494, 0.23018280583736983, 0.1705739942657365, 0.20451068803885333, 0.1705739942657365, 0.12749433464330384, 0.11742271555131714, 0.1298846502409917, 0.23018280583736983, 0.23018280583736983, 0.14137186980780056, 0.10676782397902894, 0.23018280583736983, 0.23018280583736983, 0.23018280583736983]"
134,"['murah', 'susana', 'telaga', 'warna', 'tenang']","[0.2, 0.2, 0.2, 0.2, 0.2]","[4.4231762883809305, 6.214935757608986, 2.8827312474337816, 6.214935757608986, 2.996059932740785]","[0.8846352576761861, 1.2429871515217972, 0.5765462494867564, 1.2429871515217972, 0.599211986548157]"
135,"['mantap', 'pandang']","[0.5, 0.5]","[6.214935757608986, 2.718428196142505]","[3.107467878804493, 1.3592140980712526]"
136,"['tempat', 'indah', 'sejuk', 'danau', 'situs', 'warung', 'tawar', 'aneka', 'camil', 'harga', 'murah', 'toilet', 'bersih', 'object', 'foto', 'tarik']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[6.214935757608986, 2.9190988916046567, 6.214935757608986, 3.91235066461494, 3.324563999712821, 4.4231762883809305, 2.4772661393256175, 4.4231762883809305, 6.214935757608986, 3.170413319885563, 5.5217885770490405, 3.817040484810615, 6.214935757608986, 2.996059932740785, 4.4231762883809305, 5.5217885770490405]","[0.3884334848505616, 0.18244368072529105, 0.3884334848505616, 0.24452191653843375, 0.2077852499820513, 0.27644851802380815, 0.1548291337078511, 0.27644851802380815, 0.3884334848505616, 0.19815083249284768, 0.34511178606556503, 0.23856503030066345, 0.3884334848505616, 0.18725374579629905, 0.27644851802380815, 0.34511178606556503]"
137,"['tiket', 'mahal', 'menurutkutotal', 'orangmana', 'jaga', 'ndak', 'ramahkapok', 'kesini', 'tempat', 'ndak', 'terawatbanyak', 'rumput', 'liar', 'ganggu', 'jalan']","[0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667]","[5.116323468940876, 4.4231762883809305, 3.91235066461494, 5.116323468940876, 6.214935757608986, 4.269025608553672, 6.214935757608986, 6.214935757608986, 6.214935757608986, 6.214935757608986, 6.214935757608986, 2.996059932740785, 6.214935757608986, 3.7300291078209855]","[0.34108823126272503, 0.29487841922539537, 0.260823377640996, 0.34108823126272503, 0.4143290505072657, 0.28460170723691147, 0.4143290505072657, 0.8286581010145314, 0.4143290505072657, 0.4143290505072657, 0.4143290505072657, 0.19973732884938566, 0.4143290505072657, 0.2486686071880657]"
138,['awat'],[1.0],[2.718428196142505],[2.718428196142505]
139,"['bagus', 'pas', 'kesini', 'ramai', 'nikmatin', 'pandang']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[2.3437347467010947, 5.116323468940876, 6.214935757608986, 2.718428196142505, 5.116323468940876, 5.116323468940876]","[0.3906224577835158, 0.8527205781568126, 1.0358226262681642, 0.45307136602375087, 0.8527205781568126, 0.8527205781568126]"
140,"['destinasi', 'wisata', 'wajib', 'kunjung', 'dieng', 'plateau', 'tiket', 'masuk', 'murah', 'riah', 'padan', 'pandang', 'rekomended', 'dateng', 'pagi', 'sepi', 'unjung', 'gampang', 'cari', 'parkir']","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[6.214935757608986, 6.214935757608986, 5.116323468940876, 2.659587696119572, 6.214935757608986, 4.828641396489095, 4.828641396489095, 4.4231762883809305, 6.214935757608986, 4.605497845174885, 2.718428196142505, 3.324563999712821, 4.828641396489095, 6.214935757608986, 5.5217885770490405, 4.828641396489095, 3.7300291078209855, 4.4231762883809305, 5.116323468940876, 3.03688192726104]","[0.3107467878804493, 0.3107467878804493, 0.2558161734470438, 0.1329793848059786, 0.3107467878804493, 0.24143206982445475, 0.24143206982445475, 0.22115881441904653, 0.3107467878804493, 0.23027489225874428, 0.13592140980712528, 0.16622819998564106, 0.24143206982445475, 0.3107467878804493, 0.276089428852452, 0.24143206982445475, 0.1865014553910493, 0.22115881441904653, 0.2558161734470438, 0.15184409636305202]"
141,"['telaga', 'bagus', 'banget', 'jalan', 'jalan', 'sejuk', 'udara', 'toilet', 'parkir', 'luas']","[0.1, 0.1, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[2.3437347467010947, 4.13549421592915, 3.91235066461494, 4.4231762883809305, 3.324563999712821, 3.170413319885563, 2.8827312474337816, 4.4231762883809305, 4.13549421592915]","[0.2343734746701095, 0.41354942159291497, 0.7824701329229881, 0.44231762883809306, 0.3324563999712821, 0.31704133198855633, 0.2882731247433782, 0.44231762883809306, 0.41354942159291497]"
142,"['sejuk', 'indah', 'betah']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.214935757608986, 2.4772661393256175, 3.170413319885563]","[2.0716452525363285, 0.8257553797752057, 1.0568044399618541]"
143,"['pandang', 'oke', 'bersih', 'suhu', 'udara', 'sejuk']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[2.9190988916046567, 5.5217885770490405, 2.718428196142505, 3.170413319885563, 5.5217885770490405, 4.13549421592915]","[0.48651648193410946, 0.92029809617484, 0.45307136602375087, 0.5284022199809271, 0.92029809617484, 0.6892490359881915]"
144,"['tempat', 'lumayan', 'nyaman', 'hunting', 'foto', 'spot']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[3.324563999712821, 6.214935757608986, 4.4231762883809305, 3.6499864001474487, 3.506885556506776, 2.996059932740785]","[0.5540939999521368, 1.0358226262681642, 0.7371960480634884, 0.6083310666912414, 0.5844809260844626, 0.4993433221234641]"
145,"['pandang', 'bagus', 'htm', 'wisata', 'telaga', 'warna', 'telaga', 'pengilon', 'goa', 'musola']","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.1, 0.1]","[2.3437347467010947, 6.214935757608986, 5.116323468940876, 6.214935757608986, 2.718428196142505, 4.828641396489095, 2.8827312474337816, 2.996059932740785, 3.03688192726104]","[0.2343734746701095, 0.6214935757608986, 0.5116323468940877, 0.6214935757608986, 0.27184281961425055, 0.4828641396489095, 0.5765462494867564, 0.2996059932740785, 0.30368819272610403]"
146,"['tiket', 'sahabat', 'parkir', 'luas', 'nyaman', 'sejuk', 'bersih', 'alami', 'pagi', 'sepi', 'unjung', 'dagang', 'makan', 'benarbenar', 'jaga', 'awat', 'tempat']","[0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705]","[5.5217885770490405, 2.718428196142505, 4.828641396489095, 2.9190988916046567, 4.605497845174885, 4.4231762883809305, 4.4231762883809305, 4.269025608553672, 3.6499864001474487, 4.605497845174885, 3.324563999712821, 5.5217885770490405, 3.170413319885563, 4.828641396489095, 2.996059932740785, 3.7300291078209855, 4.4231762883809305]","[0.3248110927675906, 0.15990754094955914, 0.2840377292052409, 0.17171169950615628, 0.27091163795146384, 0.2601868404929959, 0.2601868404929959, 0.25111915344433366, 0.21470508236161462, 0.27091163795146384, 0.19556258821840122, 0.3248110927675906, 0.186494901169739, 0.2840377292052409, 0.17623881957298734, 0.2194134769306462, 0.2601868404929959]"
147,"['bener', 'bener', 'puas', 'liat', 'pandang', 'indah', 'sejuk', 'asri']","[0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.116323468940876, 5.5217885770490405, 2.4772661393256175, 5.5217885770490405, 2.718428196142505, 5.5217885770490405, 3.170413319885563]","[0.6395404336176095, 1.3804471442622601, 0.3096582674157022, 0.6902235721311301, 0.33980352451781315, 0.6902235721311301, 0.39630166498569536]"
148,"['sejuk', 'banget', 'cocok', 'wisata', 'teman', 'keluarga']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[4.13549421592915, 4.4231762883809305, 4.605497845174885, 3.170413319885563, 5.5217885770490405, 3.03688192726104]","[0.6892490359881915, 0.7371960480634884, 0.7675829741958142, 0.5284022199809271, 0.92029809617484, 0.50614698787684]"
149,"['telaga', 'sejuk', 'kaki', 'dieng', 'sejuk', 'serasa', 'satu', 'alam', 'suka', 'gugus', 'bunga', 'hydrangea', 'indah', 'bangun', 'rumah', 'taman', 'hydrangea']","[0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705]","[3.506885556506776, 4.605497845174885, 6.214935757608986, 2.659587696119572, 6.214935757608986, 6.214935757608986, 2.4772661393256175, 4.828641396489095, 5.5217885770490405, 5.116323468940876, 3.170413319885563, 6.214935757608986, 4.4231762883809305, 6.214935757608986, 2.8827312474337816]","[0.20628738567686916, 0.27091163795146384, 0.36558445632994035, 0.15644633506585717, 0.36558445632994035, 0.7311689126598807, 0.14572153760738926, 0.2840377292052409, 0.3248110927675906, 0.3009602040553456, 0.372989802339478, 0.36558445632994035, 0.2601868404929959, 0.36558445632994035, 0.1695724263196342]"
150,"['indah', 'libur', 'keluarga', 'cinta']","[0.25, 0.25, 0.25, 0.25]","[6.214935757608986, 2.4772661393256175, 4.605497845174885, 4.605497845174885]","[1.5537339394022465, 0.6193165348314044, 1.1513744612937213, 1.1513744612937213]"
151,"['mantapp', 'tempat', 'indah', 'asri', 'sejuk', 'pohon', 'awat']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[5.116323468940876, 2.718428196142505, 2.4772661393256175, 6.214935757608986, 4.605497845174885, 3.170413319885563, 2.996059932740785]","[0.7309033527058394, 0.388346885163215, 0.35389516276080246, 0.8878479653727123, 0.6579282635964122, 0.45291618855508037, 0.4280085618201121]"
152,"['cipta', 'tuhan', 'libat', 'alam', 'sungguh', 'indah']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[3.506885556506776, 6.214935757608986, 2.4772661393256175, 6.214935757608986, 4.828641396489095, 6.214935757608986]","[0.5844809260844626, 1.0358226262681642, 0.4128776898876029, 1.0358226262681642, 0.8047735660815158, 1.0358226262681642]"
153,"['pandang', 'indah', 'suka']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2.4772661393256175, 2.718428196142505, 4.4231762883809305]","[0.8257553797752057, 0.9061427320475017, 1.4743920961269767]"
154,"['salah', 'obyek', 'wisata', 'kenal', 'wilayah', 'pariwisata', 'gunung', 'dieng', 'wonosobo', 'tempat', 'luas', 'jozzz']","[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[2.659587696119572, 5.116323468940876, 6.214935757608986, 5.116323468940876, 4.4231762883809305, 5.5217885770490405, 6.214935757608986, 4.13549421592915, 2.996059932740785, 6.214935757608986, 3.03688192726104, 5.5217885770490405]","[0.2216323080099643, 0.4263602890784063, 0.5179113131340821, 0.4263602890784063, 0.3685980240317442, 0.46014904808742, 0.5179113131340821, 0.34462451799409577, 0.24967166106173205, 0.5179113131340821, 0.25307349393842, 0.46014904808742]"
155,"['tempat', 'bagus', 'dingin', 'wajib', 'singgah', 'telaga', 'warna', 'wonderful', 'romantis']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[2.3437347467010947, 4.269025608553672, 6.214935757608986, 6.214935757608986, 2.8827312474337816, 2.996059932740785, 5.116323468940876, 2.996059932740785, 6.214935757608986]","[0.2604149718556772, 0.4743361787281858, 0.6905484175121095, 0.6905484175121095, 0.3203034719370868, 0.3328955480823094, 0.568480385437875, 0.3328955480823094, 0.6905484175121095]"
156,"['daerah', 'sungguh', 'indah', 'udara', 'sejuk', 'tubuh', 'nyaman']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[4.828641396489095, 2.4772661393256175, 3.6499864001474487, 3.170413319885563, 4.828641396489095, 6.214935757608986, 4.13549421592915]","[0.6898059137841565, 0.35389516276080246, 0.5214266285924927, 0.45291618855508037, 0.6898059137841565, 0.8878479653727123, 0.5907848879898785]"
157,"['tempat', 'pohon', 'rimbun', 'air', 'beneran', 'warna', 'edit', 'kelola', 'bagus', 'fasilitas', 'rusak']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[4.4231762883809305, 2.3437347467010947, 6.214935757608986, 6.214935757608986, 4.828641396489095, 6.214935757608986, 4.605497845174885, 6.214935757608986, 6.214935757608986, 2.996059932740785, 2.996059932740785]","[0.4021069353073573, 0.21306679515464497, 0.5649941597826351, 0.5649941597826351, 0.4389673996808268, 0.5649941597826351, 0.41868162228862593, 0.5649941597826351, 0.5649941597826351, 0.2723690847946168, 0.2723690847946168]"
158,"['udara', 'sejukkkk', 'bener', 'akses', 'dieng', 'buka', 'sayang', 'diengnya', 'semrawut', 'sampah', 'cb', 'tata', 'insyaallah', 'pasti']","[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]","[4.605497845174885, 5.5217885770490405, 5.5217885770490405, 6.214935757608986, 2.659587696119572, 6.214935757608986, 6.214935757608986, 6.214935757608986, 3.575878427993727, 3.4423470353692043, 6.214935757608986, 6.214935757608986, 4.13549421592915, 4.13549421592915]","[0.3289641317982061, 0.39441346978921715, 0.39441346978921715, 0.44392398268635613, 0.18997054972282656, 0.44392398268635613, 0.44392398268635613, 0.44392398268635613, 0.2554198877138376, 0.2458819310978003, 0.44392398268635613, 0.44392398268635613, 0.29539244399493925, 0.29539244399493925]"
159,"['keren', 'sebenernya', 'tata', 'lokasi', 'optimal', 'sip', 'ilalang', 'tumbuh', 'shingga', 'kmrn', 'pas', 'ksna', 'gg', 'sampe', 'kedung', 'pengilon']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[6.214935757608986, 5.5217885770490405, 6.214935757608986, 4.605497845174885, 5.5217885770490405, 6.214935757608986, 4.4231762883809305, 6.214935757608986, 5.116323468940876, 4.828641396489095, 5.5217885770490405, 6.214935757608986, 6.214935757608986, 6.214935757608986, 4.13549421592915, 6.214935757608986]","[0.3884334848505616, 0.34511178606556503, 0.3884334848505616, 0.28784361532343034, 0.34511178606556503, 0.3884334848505616, 0.27644851802380815, 0.3884334848505616, 0.31977021680880474, 0.30179008728056844, 0.34511178606556503, 0.3884334848505616, 0.3884334848505616, 0.3884334848505616, 0.25846838849557185, 0.3884334848505616]"
160,"['lumayan', 'bagus', 'sampah', 'sampah', 'meter']","[0.2, 0.2, 0.2, 0.4]","[2.3437347467010947, 4.4231762883809305, 6.214935757608986, 3.575878427993727]","[0.468746949340219, 0.8846352576761861, 1.2429871515217972, 1.430351371197491]"
161,"['turut', 'tempat', 'bagus', 'kerja', 'sopan', 'unjung', 'pintu', 'alam', 'kemarin', 'kesana', 'leceh', 'kesana']","[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[3.506885556506776, 2.3437347467010947, 6.214935757608986, 6.214935757608986, 4.269025608553672, 6.214935757608986, 5.5217885770490405, 6.214935757608986, 2.996059932740785, 6.214935757608986, 4.4231762883809305]","[0.2922404630422313, 0.1953112288917579, 0.5179113131340821, 0.5179113131340821, 0.7115042680922787, 0.5179113131340821, 0.46014904808742, 0.5179113131340821, 0.24967166106173205, 0.5179113131340821, 0.3685980240317442]"
162,"['tempat', 'asiktapi', 'sayang', 'tiket', 'mahal']","[0.2, 0.2, 0.2, 0.2, 0.2]","[6.214935757608986, 4.269025608553672, 3.4423470353692043, 2.996059932740785, 3.7300291078209855]","[1.2429871515217972, 0.8538051217107345, 0.6884694070738409, 0.599211986548157, 0.7460058215641971]"
163,"['kotorpas', 'telaga', 'kering', 'warna', 'terlihatdan', 'bau']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[4.017711180272766, 5.5217885770490405, 6.214935757608986, 2.8827312474337816, 6.214935757608986, 2.996059932740785]","[0.6696185300454609, 0.92029809617484, 1.0358226262681642, 0.48045520790563023, 1.0358226262681642, 0.4993433221234641]"
164,"['kesana', 'kliatan', 'awat', 'lingkung', 'batu', 'datar', 'pos', 'pungli', 'karcis', 'bodong', 'bayar', 'ko', 'mintain']","[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693]","[2.718428196142505, 4.4231762883809305, 4.13549421592915, 6.214935757608986, 4.4231762883809305, 5.5217885770490405, 4.269025608553672, 6.214935757608986, 6.214935757608986, 4.828641396489095, 6.214935757608986, 6.214935757608986, 6.214935757608986]","[0.20910986124173117, 0.3402443298754562, 0.31811493968685767, 0.4780719813545374, 0.3402443298754562, 0.4247529674653108, 0.32838658527335945, 0.4780719813545374, 0.4780719813545374, 0.3714339535760843, 0.4780719813545374, 0.4780719813545374, 0.4780719813545374]"
165,"['telaga', 'ubah', 'kotor', 'tata', 'coba', 'cafe', 'pinggir', 'telaga']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.125]","[6.214935757608986, 6.214935757608986, 4.017711180272766, 5.5217885770490405, 4.13549421592915, 2.8827312474337816, 6.214935757608986]","[0.7768669697011232, 0.7768669697011232, 0.5022138975340957, 0.6902235721311301, 0.5169367769911437, 0.7206828118584454, 0.7768669697011232]"
166,"['rawat', 'tata', 'rapipendagang', 'kaki', 'mana', 'bersih', 'kalah', 'kawah', 'putih', 'ciwidey', 'bandung']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[6.214935757608986, 2.9190988916046567, 6.214935757608986, 4.828641396489095, 6.214935757608986, 4.605497845174885, 5.5217885770490405, 6.214935757608986, 6.214935757608986, 6.214935757608986, 4.13549421592915]","[0.5649941597826351, 0.26537262650951426, 0.5649941597826351, 0.4389673996808268, 0.5649941597826351, 0.41868162228862593, 0.5019807797317309, 0.5649941597826351, 0.5649941597826351, 0.5649941597826351, 0.3759540196299227]"
167,"['muas', 'awat', 'pelihara']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2.718428196142505, 6.214935757608986, 5.5217885770490405]","[0.9061427320475017, 2.0716452525363285, 1.84059619234968]"
168,"['tarik', 'mahal', 'turis', 'asing']","[0.25, 0.25, 0.25, 0.25]","[5.5217885770490405, 4.269025608553672, 3.817040484810615, 5.5217885770490405]","[1.3804471442622601, 1.067256402138418, 0.9542601212026538, 1.3804471442622601]"
169,"['bagus', 'awat']","[0.5, 0.5]","[2.718428196142505, 2.3437347467010947]","[1.3592140980712526, 1.1718673733505474]"
170,"['sayang', 'awat']","[0.5, 0.5]","[2.718428196142505, 3.4423470353692043]","[1.3592140980712526, 1.7211735176846021]"
171,"['puasa', 'sepi', 'awat', 'semak', 'lumayan', 'seram']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[2.718428196142505, 4.4231762883809305, 6.214935757608986, 6.214935757608986, 4.828641396489095, 6.214935757608986]","[0.45307136602375087, 0.7371960480634884, 1.0358226262681642, 1.0358226262681642, 0.8047735660815158, 1.0358226262681642]"
172,"['bawa', 'pakai', 'masker', 'wajah', 'bau', 'belerang', 'hindar']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[4.017711180272766, 5.5217885770490405, 5.5217885770490405, 6.214935757608986, 6.214935757608986, 4.4231762883809305, 6.214935757608986]","[0.5739587400389665, 0.7888269395784343, 0.7888269395784343, 0.8878479653727123, 0.8878479653727123, 0.6318823269115614, 0.8878479653727123]"
173,"['warna', 'air', 'sisa', 'air', 'hijau']","[0.4, 0.2, 0.2, 0.2]","[4.4231762883809305, 4.4231762883809305, 6.214935757608986, 2.996059932740785]","[1.7692705153523722, 0.8846352576761861, 1.2429871515217972, 0.599211986548157]"
174,"['view', 'bagus', 'bukit', 'batu', 'ratap', 'angin', 'kalo', 'awat', 'kotor']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[4.828641396489095, 2.718428196142505, 2.3437347467010947, 4.4231762883809305, 4.13549421592915, 6.214935757608986, 4.017711180272766, 4.828641396489095, 3.6499864001474487]","[0.5365157107210106, 0.3020475773491672, 0.2604149718556772, 0.4914640320423256, 0.45949935732546104, 0.6905484175121095, 0.4464123533636406, 0.5365157107210106, 0.4055540444608276]"
175,"['telaga', 'bagus', 'indah', 'awat', 'sampah', 'urus', 'lahan', 'parkir', 'susah']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[2.718428196142505, 2.3437347467010947, 2.4772661393256175, 6.214935757608986, 3.324563999712821, 3.575878427993727, 6.214935757608986, 2.8827312474337816, 4.605497845174885]","[0.3020475773491672, 0.2604149718556772, 0.27525179325840193, 0.6905484175121095, 0.3693959999680912, 0.3973198253326363, 0.6905484175121095, 0.3203034719370868, 0.5117219827972095]"
176,"['air', 'warna', 'hijau', 'toska', 'kondisi', 'memperihatin', 'fasilitas', 'bersih', 'toilet', 'bersih', 'kondisi', 'danau', 'awat']","[0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693]","[4.4231762883809305, 2.718428196142505, 2.9190988916046567, 3.91235066461494, 4.828641396489095, 4.4231762883809305, 5.116323468940876, 6.214935757608986, 4.4231762883809305, 5.5217885770490405, 2.996059932740785]","[0.3402443298754562, 0.20910986124173117, 0.4490921371699472, 0.3009500511242262, 0.3714339535760843, 0.3402443298754562, 0.7871266875293655, 0.4780719813545374, 0.3402443298754562, 0.4247529674653108, 0.2304661486723681]"
177,"['cuaca', 'dingin', 'identik', 'dieng', 'lupa', 'mampir', 'telaga', 'warna', 'pandang', 'bagus', 'sayang', 'orangorang', 'suka', 'buang', 'sampah', 'sembarang']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[2.3437347467010947, 5.5217885770490405, 5.5217885770490405, 2.659587696119572, 4.269025608553672, 6.214935757608986, 5.116323468940876, 5.5217885770490405, 5.116323468940876, 2.718428196142505, 3.575878427993727, 3.4423470353692043, 6.214935757608986, 4.4231762883809305, 2.8827312474337816, 2.996059932740785]","[0.14648342166881842, 0.34511178606556503, 0.34511178606556503, 0.16622423100747324, 0.2668141005346045, 0.3884334848505616, 0.31977021680880474, 0.34511178606556503, 0.31977021680880474, 0.16990176225890657, 0.22349240174960794, 0.21514668971057527, 0.3884334848505616, 0.27644851802380815, 0.18017070296461135, 0.18725374579629905]"
